"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"2627","H","2","4","26","3","54","1","2","0","2800","0","100000","4","1","3","7","1100","Dept. Store,Mail","Lease","Turkish","Others","Car","no credit cards","1"
"2628","H","3","5","41","42","39","2","2","1","3200","0","100000","4","1","3","5","900","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2629","H","3","5","38","84","192","2","2","1","3000","1","100000","5","1","1","6","1400","Radio, TV, Hifi","Lease","Turkish","Civil Service, M","Car","Cheque card","0"
"2630","H","0","2","35","6","96","2","2","1","2500","0","2500","2","1","0","5","4000","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2631","H","0","2","30","96","168","2","2","0","3500","0","100000","4","1","2","4","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2632","H","1","3","33","120","216","2","2","1","3300","0","100000","4","1","1","4","500","Furniture,Carpet","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2633","H","2","4","24","6","6","1","2","1","2200","0","2500","2","1","1","6","500","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"2634","R","1","3","21","15","15","1","2","1","2200","0","2500","2","1","1","4","1000","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2635","H","2","4","27","3","120","2","2","1","3000","0","100000","4","1","2","4","2500","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2636","H","1","3","26","6","84","2","2","1","3500","0","100000","4","1","1","8","1300","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2637","H","0","2","67","240","96","2","2","1","3000","0","100000","4","3","0","5","3000","Furniture,Carpet","Owner","German","Pensioner","Car","no credit cards","0"
"2638","R","0","2","51","88","336","2","1","1","2100","0","2500","2","1","3","4","2500","Radio, TV, Hifi","Lease","German","State,Steel Ind,","Car","no credit cards","1"
"2639","H","2","4","37","84","66","2","2","1","0","1","0","1","1","3","4","1800","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2640","H","1","3","30","54","42","2","2","1","0","1","0","1","1","2","3","800","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"2641","H","0","2","29","15","84","2","2","1","2700","0","100000","4","1","2","0","1100","Leisure","Lease","German","Others","Car","no credit cards","1"
"2642","H","3","5","25","9","18","2","2","1","2800","0","100000","4","1","1","8","700","Cars","Lease","Greek","Others","Car","no credit cards","1"
"2643","H","1","3","25","96","15","2","2","1","2800","0","100000","4","1","2","4","1000","Dept. Store,Mail","Lease","Turkish","Others","Car","no credit cards","1"
"2644","H","0","2","60","12","48","2","1","1","1900","0","2500","2","3","0","4","1100","Dept. Store,Mail","Lease","Turkish","Pensioner","Car","no credit cards","0"
"2645","H","2","4","38","18","18","2","2","1","4000","0","100000","4","1","2","5","9000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2646","H","2","4","34","84","168","2","2","1","2600","0","100000","4","1","2","2","1400","Radio, TV, Hifi","Lease","Spanish/Portugue","Others","Car","no credit cards","0"
"2647","H","1","3","30","18","168","2","2","1","3300","0","100000","4","1","2","2","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2648","H","1","3","50","192","216","2","1","1","2500","0","2500","2","1","2","4","800","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"2649","H","1","3","31","3","45","2","2","1","3000","1","100000","5","1","3","5","700","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"2650","H","1","3","23","288","12","2","2","1","3500","0","100000","4","1","1","3","500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"2651","H","3","5","39","60","108","2","2","0","3500","0","100000","4","1","3","2","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2652","H","0","2","29","360","168","2","2","1","0","1","0","1","1","2","6","500","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","1"
"2653","H","2","4","47","120","288","2","2","1","3000","0","100000","4","1","1","4","600","Furniture,Carpet","Lease","Greek","Others","Car","no credit cards","0"
"2654","H","1","3","35","18","30","2","2","1","2400","0","2500","2","1","1","7","1200","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","1"
"2655","R","1","3","24","30","54","2","2","1","2700","0","100000","4","1","1","2","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2656","H","1","3","50","84","192","2","2","1","3200","0","100000","4","1","3","3","2500","Dept. Store,Mail","Lease","Turkish","Others","Car","no credit cards","1"
"2657","H","2","4","26","18","120","2","2","1","3500","0","100000","4","1","3","4","1100","Radio, TV, Hifi","Lease","Turkish","State,Steel Ind,","Car","no credit cards","1"
"2658","H","3","5","45","36","216","2","2","0","10000","0","100000","4","3","0","5","2500","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","0"
"2659","H","1","3","47","54","42","2","2","1","4000","0","100000","4","1","2","3","2500","Furniture,Carpet","Lease","Other European","Others","Car","no credit cards","1"
"2660","H","0","2","53","264","66","2","2","1","0","1","0","1","1","1","2","1400","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","0"
"2661","H","4","6","40","84","192","2","2","1","4000","0","100000","4","1","4","2","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2662","H","2","4","35","30","12","2","2","1","3300","0","100000","4","1","2","5","800","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2663","H","1","3","23","30","24","2","2","0","2500","0","2500","2","1","3","2","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2664","H","1","3","24","9","21","2","2","0","5000","0","100000","4","1","1","8","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2665","H","0","2","59","18","66","2","2","1","1600","0","2500","2","1","1","2","1000","Radio, TV, Hifi","Lease","German","Pensioner","Without Vehicle","no credit cards","1"
"2666","H","1","3","50","60","84","2","2","0","4000","0","100000","4","1","1","2","800","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"2667","H","2","4","41","168","72","2","2","1","4000","0","100000","4","1","3","7","900","Cars","Lease","German","Others","Car","no credit cards","0"
"2668","H","1","3","27","42","15","2","2","1","2300","0","2500","2","1","3","7","600","Leisure","Lease","Italian","Others","Car","no credit cards","1"
"2669","H","0","2","35","3","120","2","2","1","2600","0","100000","4","1","1","4","1000","Radio, TV, Hifi","Lease","German","Military Service","Car","no credit cards","0"
"2670","H","2","4","34","96","144","2","2","1","3200","0","100000","4","3","0","8","500","Radio, TV, Hifi","Lease","Italian","Others","Car","no credit cards","0"
"2671","H","2","4","28","42","39","2","2","1","2500","0","2500","2","3","0","4","600","Leisure","Lease","German","Others","Car","no credit cards","0"
"2672","H","2","4","28","3","3","2","2","1","2900","0","100000","4","1","2","3","1400","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2673","H","2","4","24","96","36","2","2","1","5000","0","100000","4","1","3","6","2500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2674","H","1","3","26","6","84","2","2","1","2400","0","2500","2","1","2","4","1000","Cars","Lease","Greek","Others","Car","no credit cards","1"
"2675","H","4","6","40","21","288","2","2","1","0","1","0","1","1","4","7","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","Cheque card","0"
"2676","H","0","2","30","54","96","2","2","1","3000","0","100000","4","1","1","4","1900","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2677","H","2","4","27","36","54","2","2","1","2800","0","100000","4","1","1","3","1500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2678","H","1","3","26","18","21","2","2","1","0","1","0","1","1","3","2","900","Furniture,Carpet","Lease","German","Civil Service, M","Car","Cheque card","0"
"2679","R","0","2","44","30","15","2","2","1","1500","0","2500","2","3","0","7","1300","Leisure","Lease","German","Others","Car","no credit cards","0"
"2680","H","2","4","30","60","60","2","2","1","4000","0","100000","4","3","0","3","5000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2681","H","1","3","43","144","12","2","2","1","5000","0","100000","4","1","3","4","3000","Furniture,Carpet","Owner","German","Others","Car","no credit cards","1"
"2682","H","0","2","31","21","108","2","2","1","3400","1","100000","5","1","2","4","2500","Furniture,Carpet","Lease","German","Civil Service, M","Car","Cheque card","1"
"2683","H","1","3","26","42","39","2","2","1","2500","0","2500","2","1","1","5","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2684","H","0","2","20","108","6","2","2","1","2400","0","2500","2","1","1","6","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2685","R","0","2","34","192","84","2","2","0","1800","0","2500","2","3","0","4","7000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2686","H","2","4","35","84","96","2","2","1","4000","0","100000","4","1","2","3","1200","Furniture,Carpet","Owner","German","Others","Car","no credit cards","0"
"2687","H","3","5","40","66","54","2","2","1","3000","0","100000","4","1","3","4","800","Leisure","Lease","German","Others","Car","no credit cards","1"
"2688","H","1","3","39","21","120","2","1","1","3500","0","100000","4","1","3","3","600","Cars","Lease","Others","Others","Car","no credit cards","1"
"2689","H","0","2","54","288","120","2","2","0","1600","0","2500","2","1","1","4","7000","Furniture,Carpet","Lease","Turkish","Pensioner","Without Vehicle","no credit cards","0"
"2690","H","2","4","28","18","48","2","2","1","3300","0","100000","4","3","0","2","800","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"2691","H","1","3","27","9","18","1","1","1","1900","0","2500","2","1","1","4","500","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2692","H","3","5","32","3","144","2","2","1","4000","0","100000","4","3","0","7","2000","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","0"
"2693","R","0","2","20","3","15","2","1","0","1900","0","2500","2","1","1","4","1700","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2694","H","0","2","24","6","45","2","2","1","0","1","0","1","1","6","5","700","Radio, TV, Hifi","Lease","Others","Others","Car","Cheque card","1"
"2695","H","1","3","25","6","18","1","1","1","2200","0","2500","2","1","3","7","900","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Car","no credit cards","1"
"2696","H","0","2","58","144","336","2","2","1","2500","0","2500","2","1","0","7","1700","Radio, TV, Hifi","Lease","Yugoslav","Others","Car","no credit cards","0"
"2697","H","4","6","47","54","240","2","2","1","3300","0","100000","4","1","1","5","500","Radio, TV, Hifi","Lease","Others","Food,Building,Ca","Car","no credit cards","0"
"2698","H","0","2","28","42","33","2","2","1","5000","0","100000","4","1","7","4","3000","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","Mastercard/Euroc","0"
"2699","H","5","7","26","96","39","2","1","1","2300","0","2500","2","2","3","2","1400","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2700","H","0","2","59","168","288","2","2","1","3500","0","100000","4","1","1","5","100000","Cars","Lease","German","Others","Car","no credit cards","0"
"2701","H","0","2","47","168","144","2","2","1","4000","0","100000","4","3","0","3","500","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"2702","H","2","4","37","24","6","2","1","1","3500","0","100000","4","1","3","3","700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"2703","H","3","5","36","30","30","2","1","1","2700","0","100000","4","1","2","4","4000","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2704","H","4","6","31","42","54","2","2","1","2500","0","2500","2","1","2","2","5000","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2705","H","0","2","49","192","288","2","2","1","3000","0","100000","4","1","3","3","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2706","H","2","4","27","84","144","2","2","1","2000","0","2500","2","1","4","4","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2707","H","0","2","23","3","3","2","2","1","2800","0","100000","4","1","1","2","1700","Dept. Store,Mail","Lease","German","Military Service","Car","no credit cards","1"
"2708","R","1","3","45","240","39","2","2","1","1500","0","2500","2","3","0","2","1200","Leisure","Lease","German","Others","Without Vehicle","no credit cards","0"
"2709","H","2","4","31","60","9","2","2","1","3000","0","100000","4","1","1","4","2000","Leisure","Lease","German","Others","Car","no credit cards","0"
"2710","H","2","4","31","60","45","2","2","1","2200","0","2500","2","1","2","4","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2711","H","2","4","30","6","18","2","2","1","0","0","0","0","1","3","2","1100","Radio, TV, Hifi","Lease","German","Others","Car","Mastercard/Euroc","1"
"2712","H","1","3","23","192","54","1","2","1","3300","0","100000","4","1","3","3","1600","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"2713","H","2","4","23","30","24","2","1","1","2400","0","2500","2","1","1","5","1000","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"2714","H","0","2","27","24","24","2","2","1","1500","0","2500","2","3","0","6","500","Leisure","Lease","Turkish","Others","Car","no credit cards","0"
"2715","H","1","3","39","144","18","2","0","0","0","1","0","1","1","1","0","500","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"2716","H","0","2","51","264","96","2","2","1","2900","0","100000","4","1","3","3","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2717","H","3","5","38","66","54","2","2","1","3400","0","100000","4","3","0","2","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2718","H","2","4","35","192","192","2","2","1","3000","0","100000","4","1","1","4","1100","Dept. Store,Mail","Lease","Turkish","Others","Car","no credit cards","0"
"2719","H","1","3","23","6","27","2","2","1","2800","0","100000","4","1","2","5","4000","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2720","H","0","2","41","42","120","2","1","1","3500","1","100000","5","1","2","4","1300","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2721","H","0","2","27","36","60","2","2","0","2500","0","2500","2","1","1","4","1000","Furniture,Carpet","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2722","H","2","4","34","9","18","2","0","1","5000","0","100000","4","1","3","5","3000","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"2723","H","0","2","27","18","96","2","2","1","4000","0","100000","4","1","2","2","3000","Radio, TV, Hifi","Lease","German","Military Service","Car","Mastercard/Euroc","0"
"2724","H","0","2","24","120","66","2","2","1","2500","0","2500","2","1","1","5","1500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2725","R","0","2","46","84","36","2","2","0","2300","0","2500","2","1","1","4","1500","Furniture,Carpet","Lease","Spanish/Portugue","Others","Car","no credit cards","1"
"2726","H","2","4","28","84","84","2","2","1","3200","0","100000","4","1","1","2","1400","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","1"
"2727","H","2","4","36","108","108","2","2","1","0","1","0","1","1","6","4","1300","Radio, TV, Hifi","Lease","Yugoslav","Others","Car","Cheque card","1"
"2728","H","1","3","53","264","288","2","2","1","2500","0","2500","2","3","0","7","2000","Furniture,Carpet","Lease","Yugoslav","Others","Car","no credit cards","0"
"2729","H","2","4","45","72","72","2","2","0","2200","0","2500","2","1","2","6","3000","Radio, TV, Hifi","Lease","Greek","Food,Building,Ca","Car","no credit cards","0"
"2730","H","2","4","28","72","15","2","2","1","0","1","0","1","3","0","3","900","Radio, TV, Hifi","Lease","German","Sea Vojage, Gast","Car","Cheque card","0"
"2731","H","0","2","24","24","66","2","1","1","2700","0","100000","4","1","2","4","1500","Radio, TV, Hifi","Lease","Turkish","State,Steel Ind,","Car","no credit cards","0"
"2732","H","0","2","63","36","9","2","2","1","1600","0","2500","2","1","2","5","1900","Radio, TV, Hifi","Owner","German","Pensioner","Car","no credit cards","0"
"2733","H","2","4","31","36","168","2","2","1","3000","0","100000","4","1","2","4","8000","Furniture,Carpet","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"2734","H","1","3","23","18","6","2","2","0","2500","0","2500","2","1","2","5","3000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2735","H","0","2","51","48","66","2","2","1","3500","0","100000","4","1","2","2","4000","Cars","Lease","German","Food,Building,Ca","Car and Motor bi","no credit cards","1"
"2736","H","1","3","52","120","120","2","2","1","0","1","0","1","1","1","4","2500","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"2737","H","0","2","40","192","96","2","0","1","0","1","0","1","1","2","3","1400","Cars","Lease","German","Others","Car","Cheque card","0"
"2738","H","1","3","25","30","27","2","2","1","2200","0","2500","2","1","1","0","900","Cars","Lease","Turkish","Others","Car","no credit cards","0"
"2739","H","1","3","31","312","120","2","2","1","3000","0","100000","4","3","0","0","800","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2740","R","2","4","37","108","9","2","0","0","1500","0","2500","2","3","0","2","800","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","0"
"2741","H","0","2","32","6","84","2","2","1","2100","0","2500","2","1","1","4","2500","Dept. Store,Mail","Lease","German","Civil Service, M","Car","no credit cards","0"
"2742","H","2","4","32","36","84","2","2","1","2200","0","2500","2","1","1","4","600","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"2743","H","0","2","53","9","60","2","2","1","1800","0","2500","2","1","1","4","1000","Radio, TV, Hifi","Lease","Others","Others","Without Vehicle","no credit cards","0"
"2744","H","0","2","51","54","84","2","0","0","0","0","0","0","1","1","2","600","Radio, TV, Hifi","Lease","German","Pensioner","Car","Mastercard/Euroc","1"
"2745","H","0","2","29","6","18","2","2","1","4000","0","100000","4","1","1","2","800","Furniture,Carpet","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"2746","H","2","4","28","12","39","2","2","0","0","1","0","1","1","1","5","600","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2747","H","0","2","50","3","84","2","2","1","0","1","0","1","1","3","5","900","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"2748","H","1","3","27","72","72","2","2","1","2800","0","100000","4","1","0","3","4000","Radio, TV, Hifi","Lease","German","Military Service","Car","no credit cards","1"
"2749","H","2","4","38","192","21","2","2","1","0","1","0","1","3","0","6","1500","Cars","Lease","Italian","Others","Car","Cheque card","0"
"2750","H","0","2","50","96","288","2","2","1","4000","1","100000","5","3","0","0","1800","Radio, TV, Hifi","Lease","Yugoslav","State,Steel Ind,","Car","Cheque card","0"
"2751","H","3","5","28","96","120","2","2","1","2500","0","2500","2","3","0","4","1200","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"2752","H","3","5","35","108","60","2","2","0","4000","0","100000","4","1","2","5","8000","Cars","Lease","German","Others","Car and Motor bi","no credit cards","0"
"2753","R","1","3","39","60","48","2","2","1","2800","1","100000","5","1","4","4","1200","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","1"
"2754","H","2","4","34","66","192","2","2","0","0","1","0","1","1","3","0","1700","Dept. Store,Mail","Lease","German","Civil Service, M","Car","Cheque card","1"
"2755","H","2","4","29","24","84","2","2","1","5000","0","100000","4","1","2","5","1900","Furniture,Carpet","Owner","German","Self-employed pe","Car","no credit cards","1"
"2756","H","1","3","37","144","288","2","2","1","2500","0","2500","2","1","2","3","4000","Radio, TV, Hifi","Lease","German","Chemical Industr","Car","no credit cards","0"
"2757","H","0","2","59","288","30","2","2","1","1800","0","2500","2","1","1","9","1000","Radio, TV, Hifi","Lease","German","Pensioner","Without Vehicle","no credit cards","0"
"2758","H","1","3","35","72","72","2","2","1","5000","0","100000","4","1","2","5","4000","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","no credit cards","1"
"2759","H","0","2","32","72","168","2","2","1","2200","0","2500","2","1","2","2","1300","Dept. Store,Mail","Lease","German","Civil Service, M","Car","no credit cards","1"
"2760","H","1","3","31","12","6","2","2","1","0","0","0","0","3","0","6","800","Radio, TV, Hifi","Lease","Turkish","Others","Car","Mastercard/Euroc","0"
"2761","H","2","4","30","42","36","2","0","0","3200","0","100000","4","1","1","3","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2762","R","1","3","47","36","288","2","2","1","0","1","0","1","1","2","0","2000","Furniture,Carpet","Lease","German","Civil Service, M","Car","Cheque card","0"
"2763","H","2","4","43","216","288","2","2","1","2600","0","100000","4","1","1","6","1100","Radio, TV, Hifi","Lease","German","Military Service","Car","no credit cards","0"
"2764","H","0","2","39","6","54","2","2","1","0","1","0","1","3","0","8","4000","Furniture,Carpet","Lease","Others","Others","Car","Cheque card","0"
"2765","R","1","3","49","264","96","2","2","1","1800","0","2500","2","3","0","7","4000","Furniture,Carpet","Lease","Yugoslav","Others","Car","no credit cards","0"
"2766","H","1","3","26","18","18","2","2","1","3000","0","100000","4","1","5","2","15000","Cars","Lease","German","Others","Car and Motor bi","no credit cards","0"
"2767","H","2","4","29","144","168","2","2","1","2800","0","100000","4","1","1","4","2500","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2768","H","3","5","24","36","12","2","2","0","2400","0","2500","2","1","1","4","800","Furniture,Carpet","Lease","Others","Others","Car","no credit cards","0"
"2769","R","0","2","53","54","54","2","2","1","2100","0","2500","2","1","1","3","1700","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2770","R","1","3","22","240","39","2","2","1","1700","0","2500","2","1","2","4","1400","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2771","H","2","4","46","240","288","2","2","1","3000","0","100000","4","1","1","4","1300","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Car","no credit cards","0"
"2772","H","2","4","44","42","168","2","2","0","10000","0","100000","4","1","1","9","1400","Radio, TV, Hifi","Owner","German","Civil Service, M","Car","no credit cards","0"
"2773","H","2","4","39","192","30","2","2","1","4000","0","100000","4","1","3","0","600","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2774","H","1","3","37","15","30","2","2","1","3500","0","100000","4","3","0","4","4000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2775","R","0","2","59","168","144","2","2","1","1500","0","2500","2","3","0","4","2500","Radio, TV, Hifi","Lease","German","Pensioner","Without Vehicle","no credit cards","0"
"2776","H","3","5","50","9","192","2","2","1","3000","0","100000","4","1","1","4","2500","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2777","H","0","2","47","3","144","2","2","1","0","1","0","1","1","4","2","800","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"2778","H","2","4","42","9","45","2","2","0","3100","0","100000","4","1","1","7","3000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2779","H","4","6","34","96","84","2","2","1","2800","0","100000","4","1","1","2","3000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2780","H","1","3","29","12","9","2","2","1","3500","0","100000","4","1","4","4","2000","Cars","Lease","German","Others","Car","no credit cards","1"
"2781","H","1","3","29","108","54","2","2","0","0","1","0","1","1","3","2","4000","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","1"
"2782","H","1","3","56","336","39","2","2","1","2500","0","2500","2","3","0","6","3000","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","0"
"2783","H","0","2","28","30","27","2","2","1","1900","0","2500","2","1","2","6","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2784","H","2","4","34","48","6","2","2","1","3200","0","100000","4","1","1","4","1000","Radio, TV, Hifi","Lease","Greek","Others","Car","no credit cards","0"
"2785","H","2","4","41","54","48","2","2","1","3200","0","100000","4","1","1","8","4000","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2786","H","0","2","31","60","60","2","2","1","0","1","0","1","1","2","4","800","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"2787","H","0","2","25","36","9","1","2","1","2200","0","2500","2","1","1","4","500","Radio, TV, Hifi","Lease","Turkish","State,Steel Ind,","Car","no credit cards","1"
"2788","H","2","4","32","36","24","2","2","1","2800","1","100000","5","1","2","4","800","Radio, TV, Hifi","Lease","Italian","Others","Car","Cheque card","0"
"2789","H","3","5","28","42","27","1","1","1","5000","0","100000","4","1","1","8","500","Leisure","Lease","Turkish","Others","Car","no credit cards","1"
"2790","R","1","3","25","42","12","1","2","1","0","1","0","1","1","1","0","1600","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","1"
"2791","H","1","3","25","9","84","2","2","1","0","1","0","1","1","2","5","1100","Radio, TV, Hifi","Lease","Turkish","Others","Car","Cheque card","0"
"2792","H","2","4","54","9","60","1","2","1","3000","0","100000","4","1","2","5","600","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2793","H","2","4","48","3","21","1","2","1","0","1","0","1","1","2","0","4000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2794","H","2","4","38","21","3","2","2","1","3200","0","100000","4","1","4","4","600","Cars","Lease","German","Others","Car","no credit cards","0"
"2795","H","2","4","24","54","39","1","2","1","2800","0","100000","4","1","2","3","800","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2796","H","2","4","32","15","36","2","2","1","5000","0","100000","4","1","2","4","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2797","H","0","2","65","88","54","2","2","1","3000","1","100000","5","1","1","2","800","Radio, TV, Hifi","Lease","German","Pensioner","Car","Cheque card","0"
"2798","R","0","2","49","192","48","2","2","1","2400","0","2500","2","1","2","2","1500","Radio, TV, Hifi","Lease","Yugoslav","Food,Building,Ca","Without Vehicle","no credit cards","0"
"2799","R","0","2","28","3","120","2","1","1","2300","1","2500","3","3","0","2","1400","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","1"
"2800","H","0","2","26","42","108","2","2","1","2900","0","100000","4","1","0","4","1100","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"2801","R","0","2","41","96","60","2","2","1","1500","0","2500","2","1","1","5","1500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2802","H","1","3","27","48","18","2","2","0","2700","0","100000","4","1","2","2","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2803","H","2","4","31","54","9","2","2","0","2500","0","2500","2","1","0","5","15000","Cars","Lease","Others","Food,Building,Ca","Car","no credit cards","1"
"2804","H","1","3","50","72","33","1","1","1","2300","0","2500","2","1","1","3","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2805","H","1","3","27","21","6","2","2","1","3200","0","100000","4","1","4","4","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2806","R","0","2","23","15","84","2","2","1","1700","0","2500","2","1","2","6","1900","Cars","Lease","Turkish","Others","Car","no credit cards","1"
"2807","H","0","2","67","88","66","2","2","1","1900","0","2500","2","1","1","4","1400","Radio, TV, Hifi","Lease","Others","Pensioner","Car","no credit cards","0"
"2808","H","2","4","46","168","288","1","2","1","2500","0","2500","2","1","1","5","700","Radio, TV, Hifi","Lease","Greek","Others","Without Vehicle","no credit cards","0"
"2809","R","0","2","47","15","288","2","2","1","2000","0","2500","2","1","1","3","1600","Dept. Store,Mail","Lease","Yugoslav","Others","Car","no credit cards","0"
"2810","H","1","3","53","3","33","2","2","0","2800","0","100000","4","1","2","4","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
